date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2010-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-20,0,0,0,0,0,10,0,12,5,8,0,0,0,0,0,0,0
2010-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-22,0,0,0,0,17,0,7,4,7,0,5,0,0,2,0,1,0
2010-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-25,0,0,0,0,19,0,8,0,6,0,0,0,0,3,0,0,0
2010-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-27,0,0,16,1,3,0,3,0,0,0,0,0,0,0,0,2,0
2010-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-29,0,0,1,4,10,0,8,0,0,3,1,0,0,0,0,0,0
2010-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-02,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0
2010-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-04,0,0,13,3,12,3,11,0,1,2,0,0,1,2,0,2,0
2010-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-06,0,0,0,0,8,0,0,0,7,0,1,0,0,3,0,1,0
2010-07-07,0,0,12,14,1,0,1,0,2,0,0,0,0,9,0,3,0
2010-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-09,0,0,0,0,2,0,2,0,26,0,17,2,0,8,0,2,0
2010-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-11,0,0,11,0,13,0,7,0,12,0,0,0,0,7,0,3,0
2010-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-13,0,0,0,0,0,4,11,2,6,3,1,2,2,7,0,0,0
2010-07-14,0,0,0,0,1,5,7,0,17,2,8,0,2,7,0,2,0
2010-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-16,0,0,0,0,6,0,12,0,19,2,2,0,0,13,0,2,0
2010-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-18,0,0,0,0,33,1,16,1,18,3,1,0,0,30,0,3,0
2010-07-19,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
2010-07-20,0,0,0,0,10,1,27,2,3,4,9,0,1,30,0,5,0
2010-07-21,0,0,0,0,0,0,10,0,12,1,12,1,1,10,0,1,0
2010-07-22,0,0,0,0,0,0,12,1,1,1,1,1,1,27,0,3,0
2010-07-23,0,0,0,0,0,0,11,0,28,2,12,0,5,13,1,4,0
2010-07-24,0,0,0,0,0,0,19,0,16,0,5,0,0,1,0,0,0
2010-07-25,0,0,0,0,0,0,11,10,8,3,0,0,0,23,0,1,0
2010-07-26,0,0,0,0,1,0,28,1,7,5,1,1,1,13,0,1,0
2010-07-27,0,0,0,0,0,0,15,0,22,4,19,0,1,6,0,5,0
2010-07-28,0,0,0,0,3,0,10,2,8,6,5,2,0,19,0,3,0
2010-07-29,0,0,0,0,0,1,17,2,7,1,0,3,0,20,0,9,0
2010-07-30,0,0,0,0,0,1,0,27,1,13,0,0,9,15,36,0,2
2010-07-31,0,0,0,0,0,0,0,0,0,4,0,0,0,12,17,0,6
2010-08-01,0,0,3,0,24,10,0,0,10,11,0,0,0,2,0,0,1
2010-08-02,0,0,0,0,6,0,7,2,11,3,0,0,0,0,0,0,0
2010-08-03,0,0,0,0,0,24,13,16,7,9,1,0,3,10,5,0,2
2010-08-04,0,0,9,15,14,0,3,0,1,5,1,0,0,13,0,2,1
2010-08-05,0,0,0,0,28,1,2,0,17,0,4,1,0,17,0,3,0
2010-08-06,0,0,0,17,23,27,2,9,12,1,0,0,0,0,0,1,3
2010-08-07,0,0,0,0,27,4,5,1,8,9,0,0,0,0,0,0,1
2010-08-08,0,0,0,0,2,31,19,7,30,5,1,2,8,22,0,1,0
2010-08-09,0,0,0,0,40,0,13,0,8,0,0,1,0,1,0,0,0
2010-08-10,0,0,0,0,22,18,42,0,4,12,0,0,0,0,0,4,0
2010-08-11,0,0,0,0,9,0,0,0,20,1,2,0,7,14,0,6,0
2010-08-12,0,0,0,0,0,0,60,0,1,0,0,0,0,5,0,0,0
2010-08-13,0,0,0,0,44,3,12,35,8,2,0,3,0,7,2,2,0
2010-08-14,0,0,0,0,10,7,30,10,1,0,0,0,0,1,0,2,0
2010-08-15,0,0,12,11,30,7,16,16,0,0,0,0,0,1,0,0,1
2010-08-16,0,0,0,0,26,5,3,9,0,1,0,0,0,0,0,0,1
2010-08-17,0,0,1,0,22,30,38,0,5,4,0,1,0,0,0,0,1
2010-08-18,0,0,0,0,17,2,37,7,12,2,5,1,1,7,0,5,0
2010-08-19,0,0,0,0,23,13,11,21,5,3,0,6,0,2,0,0,1
2010-08-20,0,0,0,0,17,12,53,1,6,0,0,15,0,9,0,0,0
2010-08-21,0,0,0,0,23,0,28,0,7,0,0,11,0,1,0,0,0
2010-08-22,0,0,0,0,24,1,25,1,8,1,6,1,0,19,0,2,0
2010-08-23,0,0,0,0,1,3,56,0,1,0,0,0,4,1,0,1,0
2010-08-24,0,0,0,0,1,24,43,11,1,0,0,0,2,0,0,0,2
2010-08-25,0,0,0,0,13,23,9,3,12,3,0,0,0,1,4,2,0
2010-08-26,0,0,0,0,0,0,15,22,4,9,0,0,0,1,3,0,0
2010-08-27,0,0,0,0,0,31,32,0,15,5,5,8,0,3,2,1,0
2010-08-28,0,0,0,0,22,0,24,1,1,5,0,0,0,2,0,1,0
2010-08-29,0,0,0,0,26,0,19,0,9,0,0,0,2,26,0,2,0
2010-08-30,0,0,0,0,0,0,1,0,32,0,0,1,11,15,0,3,0
2010-08-31,0,0,0,0,36,2,2,1,5,1,0,1,2,10,0,3,0
2010-09-01,0,0,0,0,29,0,0,0,2,0,1,1,0,3,0,2,0
2010-09-02,0,0,0,0,21,19,0,0,1,0,0,0,0,0,0,0,0
2010-09-03,0,0,5,11,55,1,4,0,0,0,0,0,0,6,0,2,0
2010-09-04,0,0,0,0,51,39,0,4,0,0,0,0,0,0,0,1,0
2010-09-05,0,9,2,9,18,0,18,6,5,0,0,0,2,5,0,0,0
2010-09-06,0,0,0,0,25,2,0,6,0,0,0,0,0,4,0,1,0
2010-09-07,0,0,0,0,32,3,9,1,1,5,0,18,0,6,0,0,0
2010-09-08,0,0,0,0,25,1,0,1,20,0,0,0,0,2,0,4,0
2010-09-09,0,0,0,0,32,7,0,3,0,0,0,0,0,0,0,1,1
2010-09-10,0,0,0,23,26,13,7,1,2,0,0,1,0,3,0,1,0
2010-09-11,0,0,0,0,7,9,9,2,5,1,16,0,4,6,3,0,4
2010-09-12,0,0,0,5,23,2,1,1,2,0,2,1,1,36,0,0,0
2010-09-13,0,0,0,1,12,0,3,0,0,0,12,1,0,8,0,2,0
2010-09-14,0,0,0,1,29,17,0,2,1,0,0,0,0,4,0,1,0
2010-09-15,0,0,0,0,22,0,0,0,10,0,0,0,0,5,0,1,0
2010-09-16,0,0,0,0,24,27,8,7,0,0,0,3,0,0,0,0,0
2010-09-17,0,0,0,2,17,2,14,2,13,0,3,0,0,20,0,5,0
2010-09-18,0,0,0,1,34,4,0,6,0,0,0,0,0,2,0,0,2
2010-09-19,0,0,0,0,44,2,7,1,3,1,1,0,2,14,0,2,0
2010-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-21,0,0,0,5,21,35,2,0,3,1,2,0,0,9,1,1,0
2010-09-22,0,0,0,7,1,3,0,1,0,0,0,0,0,1,1,0,1
2010-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-24,0,0,9,3,6,7,2,1,0,0,0,0,0,0,0,0,1
2010-09-25,0,0,0,1,14,0,0,0,9,0,7,0,0,0,0,0,0
2010-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-28,0,0,0,0,22,1,9,1,12,0,8,6,1,10,0,0,0
2010-09-29,0,0,0,0,1,2,8,0,5,0,0,2,0,5,0,0,0
2010-09-30,0,0,0,0,0,1,20,13,0,4,12,4,0,1,0,0,0
2010-10-01,0,0,12,5,19,11,5,2,0,1,4,0,0,0,0,0,1
2010-10-02,0,0,10,11,14,2,9,0,0,0,0,0,0,0,0,0,0
2010-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-05,0,0,0,0,2,5,7,2,11,4,5,0,0,20,0,0,0
2010-10-06,0,0,0,0,2,0,0,0,12,0,1,0,0,21,0,1,0
2010-10-07,0,0,0,0,0,3,0,0,0,0,7,2,0,9,10,0,2
2010-10-08,0,0,0,1,45,1,0,22,1,0,0,0,0,0,0,1,0
2010-10-09,0,0,0,0,8,11,5,0,0,0,0,0,0,0,0,0,0
2010-10-10,0,0,0,3,5,0,8,1,13,2,3,1,1,1,0,0,0
2010-10-11,0,0,0,0,6,2,6,3,0,5,2,0,0,0,0,0,0
2010-10-12,0,0,0,0,27,11,19,17,0,1,0,0,0,0,0,1,2
2010-10-13,0,0,0,0,5,10,9,3,0,13,0,1,0,0,0,0,0
2010-10-14,0,0,0,12,7,0,24,4,9,2,0,0,0,4,0,7,0
2010-10-15,0,0,0,2,47,8,9,1,14,0,4,0,0,0,0,0,0
2010-10-16,0,0,1,0,15,4,2,2,0,2,6,0,0,0,0,0,0
2010-10-17,0,0,0,0,6,3,3,10,2,6,11,1,1,0,0,0,0
2010-10-18,0,0,0,9,3,3,7,1,4,0,0,0,0,2,0,2,0
2010-10-19,0,0,0,10,12,19,7,13,1,20,0,0,0,0,0,0,1
2010-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-21,0,0,0,2,34,9,6,0,1,0,0,0,0,6,0,4,0
2010-10-22,0,0,0,0,32,9,3,0,1,0,3,0,0,7,0,1,2
2010-10-23,0,0,0,0,26,0,0,0,2,0,0,0,0,1,0,0,0
2010-10-24,0,0,0,0,14,0,3,4,2,4,13,1,0,1,0,0,0
2010-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-26,0,0,0,0,9,28,7,3,1,0,13,0,0,0,0,0,0
2010-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-28,0,0,0,0,0,40,2,5,0,4,2,1,1,0,0,0,1
2010-10-29,0,0,0,0,34,4,2,0,0,0,0,0,0,0,0,0,0
2010-10-30,0,0,0,1,20,1,17,1,4,1,1,1,1,2,0,0,0
2010-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
